"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"President Democratic Party","CZ","Hillary Clinton ","Laurel","31","131"
"President Democratic Party","CZ","Bernie Sanders","Laurel","31","88"
"President Democratic Party","CZ","Hillary Clinton ","Lewis River","32","96"
"President Democratic Party","CZ","Bernie Sanders","Lewis River","32","109"
"President Democratic Party","CZ","Hillary Clinton ","Lexington","33","69"
"President Democratic Party","CZ","Bernie Sanders","Lexington","33","85"
"President Democratic Party","CZ","Hillary Clinton ","Lone Oak","34","67"
"President Democratic Party","CZ","Bernie Sanders","Lone Oak","34","40"
"President Democratic Party","CZ","Hillary Clinton ","Magnolia","35","186"
"President Democratic Party","CZ","Bernie Sanders","Magnolia","35","138"
"President Democratic Party","CZ","Hillary Clinton ","Marigold","36","140"
"President Democratic Party","CZ","Bernie Sanders","Marigold","36","132"
"President Democratic Party","CZ","Hillary Clinton ","McGowan","37","19"
"President Democratic Party","CZ","Bernie Sanders","McGowan","37","34"
"President Democratic Party","CZ","Hillary Clinton ","Memorial","38","74"
"President Democratic Party","CZ","Bernie Sanders","Memorial","38","70"
"President Democratic Party","CZ","Hillary Clinton ","Mill","39","128"
"President Democratic Party","CZ","Bernie Sanders","Mill","39","165"
"President Democratic Party","CZ","Hillary Clinton ","Mint Valley","40","169"
"President Democratic Party","CZ","Bernie Sanders","Mint Valley","40","126"
"President Democratic Party","CZ","Hillary Clinton ","Modrow","41","69"
"President Democratic Party","CZ","Bernie Sanders","Modrow","41","75"
"President Democratic Party","CZ","Hillary Clinton ","Mt. Solo","42","28"
"President Democratic Party","CZ","Bernie Sanders","Mt. Solo","42","32"
"President Democratic Party","CZ","Hillary Clinton ","Nevada","43","66"
"President Democratic Party","CZ","Bernie Sanders","Nevada","43","61"
"President Democratic Party","CZ","Hillary Clinton ","Ocean Beach","44","99"
"President Democratic Party","CZ","Bernie Sanders","Ocean Beach","44","78"
"President Democratic Party","CZ","Hillary Clinton ","Olson","45","59"
"President Democratic Party","CZ","Bernie Sanders","Olson","45","77"
"President Democratic Party","CZ","Hillary Clinton ","Ostrander","46","88"
"President Democratic Party","CZ","Bernie Sanders","Ostrander","46","81"
"President Democratic Party","CZ","Hillary Clinton ","Owl Creek","47","121"
"President Democratic Party","CZ","Bernie Sanders","Owl Creek","47","101"
"President Democratic Party","CZ","Hillary Clinton ","Pacific","48","98"
"President Democratic Party","CZ","Bernie Sanders","Pacific","48","72"
"President Democratic Party","CZ","Hillary Clinton ","Ponderosa","49","76"
"President Democratic Party","CZ","Bernie Sanders","Ponderosa","49","76"
"President Democratic Party","CZ","Hillary Clinton ","Powell","50","83"
"President Democratic Party","CZ","Bernie Sanders","Powell","50","69"
"President Democratic Party","CZ","Hillary Clinton ","Redpath","51","82"
"President Democratic Party","CZ","Bernie Sanders","Redpath","51","109"
"President Democratic Party","CZ","Hillary Clinton ","Ridgecrest","52","4"
"President Democratic Party","CZ","Bernie Sanders","Ridgecrest","52","9"
"President Democratic Party","CZ","Hillary Clinton ","Robbins","53","158"
"President Democratic Party","CZ","Bernie Sanders","Robbins","53","128"
"President Democratic Party","CZ","Hillary Clinton ","Rose Valley","54","55"
"President Democratic Party","CZ","Bernie Sanders","Rose Valley","54","55"
"President Democratic Party","CZ","Hillary Clinton ","Ryderwood","55","45"
"President Democratic Party","CZ","Bernie Sanders","Ryderwood","55","38"
"President Democratic Party","CZ","Hillary Clinton ","Sacajawea","56","238"
"President Democratic Party","CZ","Bernie Sanders","Sacajawea","56","152"
"President Democratic Party","CZ","Hillary Clinton ","Sandy Bend","57","78"
"President Democratic Party","CZ","Bernie Sanders","Sandy Bend","57","87"
"President Democratic Party","CZ","Hillary Clinton ","Silver Lake","58","113"
"President Democratic Party","CZ","Bernie Sanders","Silver Lake","58","134"
"President Democratic Party","CZ","Hillary Clinton ","Sparks","59","45"
"President Democratic Party","CZ","Bernie Sanders","Sparks","59","43"
"President Democratic Party","CZ","Hillary Clinton ","St. Helens","60","51"
"President Democratic Party","CZ","Bernie Sanders","St. Helens","60","58"
"President Democratic Party","CZ","Hillary Clinton ","Stella","61","74"
"President Democratic Party","CZ","Bernie Sanders","Stella","61","96"
"President Democratic Party","CZ","Hillary Clinton ","Toutle","62","70"
"President Democratic Party","CZ","Bernie Sanders","Toutle","62","101"
"President Democratic Party","CZ","Hillary Clinton ","Tower","63","117"
"President Democratic Party","CZ","Bernie Sanders","Tower","63","99"
"President Democratic Party","CZ","Hillary Clinton ","Tunstall","64","37"
"President Democratic Party","CZ","Bernie Sanders","Tunstall","64","32"
"President Democratic Party","CZ","Hillary Clinton ","View","65","70"
"President Democratic Party","CZ","Bernie Sanders","View","65","73"
"President Democratic Party","CZ","Hillary Clinton ","West Kelso","66","26"
"President Democratic Party","CZ","Bernie Sanders","West Kelso","66","45"
"President Democratic Party","CZ","Hillary Clinton ","Willow Grove","67","31"
"President Democratic Party","CZ","Bernie Sanders","Willow Grove","67","30"
"President Democratic Party","CZ","Hillary Clinton ","Windemere","68","138"
"President Democratic Party","CZ","Bernie Sanders","Windemere","68","119"
"President Democratic Party","CZ","Hillary Clinton ","Woodage","69","64"
"President Democratic Party","CZ","Bernie Sanders","Woodage","69","65"
"President Democratic Party","CZ","Hillary Clinton ","Woodland North","70","110"
"President Democratic Party","CZ","Bernie Sanders","Woodland North","70","114"
"President Democratic Party","CZ","Hillary Clinton ","Woodland South","71","129"
"President Democratic Party","CZ","Bernie Sanders","Woodland South","71","133"
"President Democratic Party","CZ","Hillary Clinton ","Yale","72","63"
"President Democratic Party","CZ","Bernie Sanders","Yale","72","71"
"President Democratic Party","DG","Hillary Clinton ","Total","-1","1369"
"President Democratic Party","DG","Bernie Sanders","Total","-1","1085"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 101","101","40"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 101","101","40"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 102","102","63"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 102","102","45"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 103","103","12"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 103","103","10"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 104","104","83"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 104","104","46"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 105","105","16"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 105","105","16"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 106","106","24"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 106","106","41"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 107","107","18"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 107","107","24"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 108","108","44"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 108","108","30"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 109","109","16"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 109","109","19"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 110","110","39"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 110","110","18"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 111","111","45"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 111","111","28"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 112","112","32"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 112","112","25"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 113","113","32"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 113","113","32"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 114","114","27"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 114","114","26"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 201","201","36"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 201","201","30"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 202","202","9"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 202","202","21"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 203","203","36"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 203","203","20"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 204","204","54"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 204","204","14"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 205","205","34"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 205","205","53"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 206","206","28"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 206","206","20"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 207","207","52"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 207","207","29"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 208","208","20"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 208","208","21"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 209","209","33"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 209","209","34"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 210","210","34"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 210","210","25"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 211(*)","211","0"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 211(*)","211","0"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 212","212","33"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 212","212","14"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 213","213","16"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 213","213","8"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 214","214","9"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 214","214","15"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 215","215","32"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 215","215","25"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 301","301","25"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 301","301","31"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 302","302","43"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 302","302","23"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 303","303","42"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 303","303","31"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 304","304","7"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 304","304","8"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 305","305","17"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 305","305","26"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 306","306","32"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 306","306","20"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 307","307","12"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 307","307","5"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 308","308","4"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 308","308","6"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 309","309","9"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 309","309","11"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 310","310","10"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 310","310","8"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 311","311","12"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 311","311","14"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 312","312","30"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 312","312","24"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 313(*)","313","0"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 313(*)","313","0"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 314","314","23"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 314","314","11"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 315","315","63"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 315","315","32"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 316","316","35"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 316","316","43"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 317","317","67"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 317","317","42"
"President Democratic Party","DG","Hillary Clinton ","PRECINCT 318","318","12"
"President Democratic Party","DG","Bernie Sanders","PRECINCT 318","318","7"
"President Democratic Party","FE","Hillary Clinton ","Total","-1","299"
"President Democratic Party","FE","Bernie Sanders","Total","-1","463"
"President Democratic Party","FE","Hillary Clinton ","BELCHER","101","4"
"President Democratic Party","FE","Bernie Sanders","BELCHER","101","5"
"President Democratic Party","FE","Hillary Clinton ","BOYDS(*)","102","0"
"President Democratic Party","FE","Bernie Sanders","BOYDS(*)","102","0"
"President Democratic Party","FE","Hillary Clinton ","CURLEW(*)","103","0"
"President Democratic Party","FE","Bernie Sanders","CURLEW(*)","103","0"
"President Democratic Party","FE","Hillary Clinton ","HALL CREEK","104","15"
"President Democratic Party","FE","Bernie Sanders","HALL CREEK","104","22"
"President Democratic Party","FE","Hillary Clinton ","INCHELIUM","105","24"
"President Democratic Party","FE","Bernie Sanders","INCHELIUM","105","39"
"President Democratic Party","FE","Hillary Clinton ","KELLER","106","19"
"President Democratic Party","FE","Bernie Sanders","KELLER","106","31"
"President Democratic Party","FE","Hillary Clinton ","KETTLE RIVER","107","17"
"President Democratic Party","FE","Bernie Sanders","KETTLE RIVER","107","41"
"President Democratic Party","FE","Hillary Clinton ","KEWA","108","25"
"President Democratic Party","FE","Bernie Sanders","KEWA","108","26"
"President Democratic Party","FE","Hillary Clinton ","LAMBERT","109","8"
"President Democratic Party","FE","Bernie Sanders","LAMBERT","109","16"
"President Democratic Party","FE","Hillary Clinton ","MALO","110","15"
"President Democratic Party","FE","Bernie Sanders","MALO","110","28"
"President Democratic Party","FE","Hillary Clinton ","ORIENT","111","14"
"President Democratic Party","FE","Bernie Sanders","ORIENT","111","22"
"President Democratic Party","FE","Hillary Clinton ","REPUBLIC 1","112","21"
"President Democratic Party","FE","Bernie Sanders","REPUBLIC 1","112","28"
"President Democratic Party","FE","Hillary Clinton ","REPUBLIC 2","113","16"
"President Democratic Party","FE","Bernie Sanders","REPUBLIC 2","113","27"
"President Democratic Party","FE","Hillary Clinton ","SAN POIL","114","12"
"President Democratic Party","FE","Bernie Sanders","SAN POIL","114","29"
"President Democratic Party","FE","Hillary Clinton ","SHERMAN","115","27"
"President Democratic Party","FE","Bernie Sanders","SHERMAN","115","25"
"President Democratic Party","FE","Hillary Clinton ","SOUTH LAKE","116","14"
"President Democratic Party","FE","Bernie Sanders","SOUTH LAKE","116","21"
"President Democratic Party","FE","Hillary Clinton ","STORM KING","117","11"
"President Democratic Party","FE","Bernie Sanders","STORM KING","117","23"
"President Democratic Party","FE","Hillary Clinton ","TORODA","118","10"
"President Democratic Party","FE","Bernie Sanders","TORODA","118","9"
"President Democratic Party","FE","Hillary Clinton ","TROUT CREEK","119","31"
"President Democratic Party","FE","Bernie Sanders","TROUT CREEK","119","49"
"President Democratic Party","FR","Hillary Clinton ","Total","-1","2054"
"President Democratic Party","FR","Bernie Sanders","Total","-1","1805"
"President Democratic Party","FR","Hillary Clinton ","Pct 001","1","104"
"President Democratic Party","FR","Bernie Sanders","Pct 001","1","80"
"President Democratic Party","FR","Hillary Clinton ","Pct 002","2","64"
"President Democratic Party","FR","Bernie Sanders","Pct 002","2","40"
"President Democratic Party","FR","Hillary Clinton ","Pct 003","3","27"
"President Democratic Party","FR","Bernie Sanders","Pct 003","3","22"
"President Democratic Party","FR","Hillary Clinton ","Pct 004","4","45"
"President Democratic Party","FR","Bernie Sanders","Pct 004","4","20"
"President Democratic Party","FR","Hillary Clinton ","Pct 005","5","38"
"President Democratic Party","FR","Bernie Sanders","Pct 005","5","13"
"President Democratic Party","FR","Hillary Clinton ","Pct 006","6","35"
"President Democratic Party","FR","Bernie Sanders","Pct 006","6","31"
"President Democratic Party","FR","Hillary Clinton ","Pct 007","7","26"
"President Democratic Party","FR","Bernie Sanders","Pct 007","7","41"
"President Democratic Party","FR","Hillary Clinton ","Pct 008","8","34"
"President Democratic Party","FR","Bernie Sanders","Pct 008","8","16"
"President Democratic Party","FR","Hillary Clinton ","Pct 009","9","37"
"President Democratic Party","FR","Bernie Sanders","Pct 009","9","27"
"President Democratic Party","FR","Hillary Clinton ","Pct 010","10","35"
"President Democratic Party","FR","Bernie Sanders","Pct 010","10","16"
"President Democratic Party","FR","Hillary Clinton ","Pct 011","11","26"
"President Democratic Party","FR","Bernie Sanders","Pct 011","11","21"
"President Democratic Party","FR","Hillary Clinton ","Pct 012","12","22"
"President Democratic Party","FR","Bernie Sanders","Pct 012","12","17"
"President Democratic Party","FR","Hillary Clinton ","Pct 013","13","39"
"President Democratic Party","FR","Bernie Sanders","Pct 013","13","26"
"President Democratic Party","FR","Hillary Clinton ","Pct 014","14","27"
"President Democratic Party","FR","Bernie Sanders","Pct 014","14","20"
"President Democratic Party","FR","Hillary Clinton ","Pct 015","15","21"
"President Democratic Party","FR","Bernie Sanders","Pct 015","15","25"
"President Democratic Party","FR","Hillary Clinton ","Pct 016","16","9"
"President Democratic Party","FR","Bernie Sanders","Pct 016","16","10"
"President Democratic Party","FR","Hillary Clinton ","Pct 017","17","32"
"President Democratic Party","FR","Bernie Sanders","Pct 017","17","28"
"President Democratic Party","FR","Hillary Clinton ","Pct 018","18","23"
"President Democratic Party","FR","Bernie Sanders","Pct 018","18","12"
"President Democratic Party","FR","Hillary Clinton ","Pct 019","19","40"
"President Democratic Party","FR","Bernie Sanders","Pct 019","19","21"
"President Democratic Party","FR","Hillary Clinton ","Pct 020","20","14"
"President Democratic Party","FR","Bernie Sanders","Pct 020","20","6"
"President Democratic Party","FR","Hillary Clinton ","Pct 021","21","11"
"President Democratic Party","FR","Bernie Sanders","Pct 021","21","6"
"President Democratic Party","FR","Hillary Clinton ","Pct 022","22","26"
"President Democratic Party","FR","Bernie Sanders","Pct 022","22","36"
"President Democratic Party","FR","Hillary Clinton ","Pct 023","23","52"
"President Democratic Party","FR","Bernie Sanders","Pct 023","23","40"
"President Democratic Party","FR","Hillary Clinton ","Pct 024","24","23"
"President Democratic Party","FR","Bernie Sanders","Pct 024","24","12"
"President Democratic Party","FR","Hillary Clinton ","Pct 025","25","10"
"President Democratic Party","FR","Bernie Sanders","Pct 025","25","7"
"President Democratic Party","FR","Hillary Clinton ","Pct 026","26","18"
"President Democratic Party","FR","Bernie Sanders","Pct 026","26","19"
"President Democratic Party","FR","Hillary Clinton ","Pct 027","27","12"
"President Democratic Party","FR","Bernie Sanders","Pct 027","27","9"
"President Democratic Party","FR","Hillary Clinton ","Pct 028","28","12"
"President Democratic Party","FR","Bernie Sanders","Pct 028","28","7"
"President Democratic Party","FR","Hillary Clinton ","Pct 029","29","18"
"President Democratic Party","FR","Bernie Sanders","Pct 029","29","5"
"President Democratic Party","FR","Hillary Clinton ","Pct 030","30","4"
"President Democratic Party","FR","Bernie Sanders","Pct 030","30","4"
"President Democratic Party","FR","Hillary Clinton ","Pct 031","31","3"
"President Democratic Party","FR","Bernie Sanders","Pct 031","31","7"
"President Democratic Party","FR","Hillary Clinton ","Pct 032","32","51"
"President Democratic Party","FR","Bernie Sanders","Pct 032","32","63"
"President Democratic Party","FR","Hillary Clinton ","Pct 033","33","22"
"President Democratic Party","FR","Bernie Sanders","Pct 033","33","24"
"President Democratic Party","FR","Hillary Clinton ","Pct 034","34","35"
"President Democratic Party","FR","Bernie Sanders","Pct 034","34","24"
"President Democratic Party","FR","Hillary Clinton ","Pct 035","35","24"
"President Democratic Party","FR","Bernie Sanders","Pct 035","35","11"
"President Democratic Party","FR","Hillary Clinton ","Pct 036","36","45"
"President Democratic Party","FR","Bernie Sanders","Pct 036","36","30"
"President Democratic Party","FR","Hillary Clinton ","Pct 037","37","37"
"President Democratic Party","FR","Bernie Sanders","Pct 037","37","58"
"President Democratic Party","FR","Hillary Clinton ","Pct 038","38","23"
"President Democratic Party","FR","Bernie Sanders","Pct 038","38","22"
"President Democratic Party","FR","Hillary Clinton ","Pct 039","39","25"
"President Democratic Party","FR","Bernie Sanders","Pct 039","39","39"
"President Democratic Party","FR","Hillary Clinton ","Pct 040","40","45"
"President Democratic Party","FR","Bernie Sanders","Pct 040","40","59"
"President Democratic Party","FR","Hillary Clinton ","Pct 041","41","26"
"President Democratic Party","FR","Bernie Sanders","Pct 041","41","15"
"President Democratic Party","FR","Hillary Clinton ","Pct 042","42","24"
"President Democratic Party","FR","Bernie Sanders","Pct 042","42","25"
"President Democratic Party","FR","Hillary Clinton ","Pct 043","43","24"
"President Democratic Party","FR","Bernie Sanders","Pct 043","43","24"
"President Democratic Party","FR","Hillary Clinton ","Pct 044","44","43"
"President Democratic Party","FR","Bernie Sanders","Pct 044","44","23"
"President Democratic Party","FR","Hillary Clinton ","Pct 045","45","46"
"President Democratic Party","FR","Bernie Sanders","Pct 045","45","33"
"President Democratic Party","FR","Hillary Clinton ","Pct 046","46","32"
"President Democratic Party","FR","Bernie Sanders","Pct 046","46","35"
"President Democratic Party","FR","Hillary Clinton ","Pct 047","47","4"
"President Democratic Party","FR","Bernie Sanders","Pct 047","47","2"
"President Democratic Party","FR","Hillary Clinton ","Pct 048","48","21"
"President Democratic Party","FR","Bernie Sanders","Pct 048","48","27"
"President Democratic Party","FR","Hillary Clinton ","Pct 049","49","28"
"President Democratic Party","FR","Bernie Sanders","Pct 049","49","13"
"President Democratic Party","FR","Hillary Clinton ","Pct 050","50","41"
"President Democratic Party","FR","Bernie Sanders","Pct 050","50","37"
"President Democratic Party","FR","Hillary Clinton ","Pct 051","51","29"
"President Democratic Party","FR","Bernie Sanders","Pct 051","51","31"
"President Democratic Party","FR","Hillary Clinton ","Pct 052","52","10"
"President Democratic Party","FR","Bernie Sanders","Pct 052","52","28"
"President Democratic Party","FR","Hillary Clinton ","Pct 053","53","31"
"President Democratic Party","FR","Bernie Sanders","Pct 053","53","41"
"President Democratic Party","FR","Hillary Clinton ","Pct 054","54","24"
"President Democratic Party","FR","Bernie Sanders","Pct 054","54","12"
"President Democratic Party","FR","Hillary Clinton ","Pct 055","55","42"
"President Democratic Party","FR","Bernie Sanders","Pct 055","55","36"
"President Democratic Party","FR","Hillary Clinton ","Pct 056","56","23"
"President Democratic Party","FR","Bernie Sanders","Pct 056","56","20"
"President Democratic Party","FR","Hillary Clinton ","Pct 057","57","19"
"President Democratic Party","FR","Bernie Sanders","Pct 057","57","20"
"President Democratic Party","FR","Hillary Clinton ","Pct 058(*)","58","0"
"President Democratic Party","FR","Bernie Sanders","Pct 058(*)","58","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 059","59","31"
"President Democratic Party","FR","Bernie Sanders","Pct 059","59","29"
"President Democratic Party","FR","Hillary Clinton ","Pct 060","60","11"
"President Democratic Party","FR","Bernie Sanders","Pct 060","60","8"
"President Democratic Party","FR","Hillary Clinton ","Pct 061","61","21"
"President Democratic Party","FR","Bernie Sanders","Pct 061","61","12"
"President Democratic Party","FR","Hillary Clinton ","Pct 062","62","34"
"President Democratic Party","FR","Bernie Sanders","Pct 062","62","20"
"President Democratic Party","FR","Hillary Clinton ","Pct 063","63","16"
"President Democratic Party","FR","Bernie Sanders","Pct 063","63","21"
"President Democratic Party","FR","Hillary Clinton ","Pct 064","64","4"
"President Democratic Party","FR","Bernie Sanders","Pct 064","64","10"
"President Democratic Party","FR","Hillary Clinton ","Pct 065","65","10"
"President Democratic Party","FR","Bernie Sanders","Pct 065","65","6"
"President Democratic Party","FR","Hillary Clinton ","Pct 066","66","27"
"President Democratic Party","FR","Bernie Sanders","Pct 066","66","22"
"President Democratic Party","FR","Hillary Clinton ","Pct 067","67","21"
"President Democratic Party","FR","Bernie Sanders","Pct 067","67","19"
"President Democratic Party","FR","Hillary Clinton ","Pct 068(*)","68","0"
"President Democratic Party","FR","Bernie Sanders","Pct 068(*)","68","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 069(*)","69","0"
"President Democratic Party","FR","Bernie Sanders","Pct 069(*)","69","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 070","70","2"
"President Democratic Party","FR","Bernie Sanders","Pct 070","70","3"
"President Democratic Party","FR","Hillary Clinton ","Pct 071","71","6"
"President Democratic Party","FR","Bernie Sanders","Pct 071","71","13"
"President Democratic Party","FR","Hillary Clinton ","Pct 072","72","17"
"President Democratic Party","FR","Bernie Sanders","Pct 072","72","9"
"President Democratic Party","FR","Hillary Clinton ","Pct 073","73","25"
"President Democratic Party","FR","Bernie Sanders","Pct 073","73","25"
"President Democratic Party","FR","Hillary Clinton ","Pct 074","74","13"
"President Democratic Party","FR","Bernie Sanders","Pct 074","74","8"
"President Democratic Party","FR","Hillary Clinton ","Pct 075","75","3"
"President Democratic Party","FR","Bernie Sanders","Pct 075","75","4"
"President Democratic Party","FR","Hillary Clinton ","Pct 076","76","6"
"President Democratic Party","FR","Bernie Sanders","Pct 076","76","5"
"President Democratic Party","FR","Hillary Clinton ","Pct 077(*)","77","0"
"President Democratic Party","FR","Bernie Sanders","Pct 077(*)","77","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 078(*)","78","0"
"President Democratic Party","FR","Bernie Sanders","Pct 078(*)","78","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 079","79","2"
"President Democratic Party","FR","Bernie Sanders","Pct 079","79","6"
"President Democratic Party","FR","Hillary Clinton ","Pct 080","80","4"
"President Democratic Party","FR","Bernie Sanders","Pct 080","80","14"
"President Democratic Party","FR","Hillary Clinton ","Pct 081","81","2"
"President Democratic Party","FR","Bernie Sanders","Pct 081","81","2"
"President Democratic Party","FR","Hillary Clinton ","Pct 082","82","10"
"President Democratic Party","FR","Bernie Sanders","Pct 082","82","10"
"President Democratic Party","FR","Hillary Clinton ","Pct 083","83","2"
"President Democratic Party","FR","Bernie Sanders","Pct 083","83","10"
"President Democratic Party","FR","Hillary Clinton ","Pct 084","84","7"
"President Democratic Party","FR","Bernie Sanders","Pct 084","84","8"
"President Democratic Party","FR","Hillary Clinton ","Pct 085","85","5"
"President Democratic Party","FR","Bernie Sanders","Pct 085","85","8"
"President Democratic Party","FR","Hillary Clinton ","Pct 086","86","2"
"President Democratic Party","FR","Bernie Sanders","Pct 086","86","2"
"President Democratic Party","FR","Hillary Clinton ","Pct 087","87","4"
"President Democratic Party","FR","Bernie Sanders","Pct 087","87","3"
"President Democratic Party","FR","Hillary Clinton ","Pct 088","88","4"
"President Democratic Party","FR","Bernie Sanders","Pct 088","88","6"
"President Democratic Party","FR","Hillary Clinton ","Pct 089","89","7"
"President Democratic Party","FR","Bernie Sanders","Pct 089","89","9"
"President Democratic Party","FR","Hillary Clinton ","Pct 090","90","29"
"President Democratic Party","FR","Bernie Sanders","Pct 090","90","27"
"President Democratic Party","FR","Hillary Clinton ","Pct 091(*)","91","0"
"President Democratic Party","FR","Bernie Sanders","Pct 091(*)","91","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 092","92","13"
"President Democratic Party","FR","Bernie Sanders","Pct 092","92","17"
"President Democratic Party","FR","Hillary Clinton ","Pct 093","93","16"
"President Democratic Party","FR","Bernie Sanders","Pct 093","93","20"
"President Democratic Party","FR","Hillary Clinton ","Pct 094","94","0"
"President Democratic Party","FR","Bernie Sanders","Pct 094","94","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 095","95","6"
"President Democratic Party","FR","Bernie Sanders","Pct 095","95","6"
"President Democratic Party","FR","Hillary Clinton ","Pct 096(*)","96","0"
"President Democratic Party","FR","Bernie Sanders","Pct 096(*)","96","0"
"President Democratic Party","FR","Hillary Clinton ","Pct 097","97","8"
"President Democratic Party","FR","Bernie Sanders","Pct 097","97","5"
