"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"President Republican Party","WT","Ben Carson","TEKOA 101","101","0"
"President Republican Party","WT","Ted Cruz","TEKOA 101","101","1"
"President Republican Party","WT","John R. Kasich","TEKOA 101","101","7"
"President Republican Party","WT","Donald J. Trump","TEKOA 101","101","21"
"President Republican Party","WT","Ben Carson","OAKESDALE 102","102","2"
"President Republican Party","WT","Ted Cruz","OAKESDALE 102","102","10"
"President Republican Party","WT","John R. Kasich","OAKESDALE 102","102","4"
"President Republican Party","WT","Donald J. Trump","OAKESDALE 102","102","44"
"President Republican Party","WT","Ben Carson","FARMINGTON 103","103","2"
"President Republican Party","WT","Ted Cruz","FARMINGTON 103","103","3"
"President Republican Party","WT","John R. Kasich","FARMINGTON 103","103","0"
"President Republican Party","WT","Donald J. Trump","FARMINGTON 103","103","11"
"President Republican Party","WT","Ben Carson","STEPTOE 104","104","2"
"President Republican Party","WT","Ted Cruz","STEPTOE 104","104","9"
"President Republican Party","WT","John R. Kasich","STEPTOE 104","104","10"
"President Republican Party","WT","Donald J. Trump","STEPTOE 104","104","43"
"President Republican Party","WT","Ben Carson","GARFIELD 105","105","9"
"President Republican Party","WT","Ted Cruz","GARFIELD 105","105","6"
"President Republican Party","WT","John R. Kasich","GARFIELD 105","105","1"
"President Republican Party","WT","Donald J. Trump","GARFIELD 105","105","39"
"President Republican Party","WT","Ben Carson","PALOUSE RURAL 106","106","10"
"President Republican Party","WT","Ted Cruz","PALOUSE RURAL 106","106","8"
"President Republican Party","WT","John R. Kasich","PALOUSE RURAL 106","106","4"
"President Republican Party","WT","Donald J. Trump","PALOUSE RURAL 106","106","64"
"President Republican Party","WT","Ben Carson","PALOUSE 107","107","6"
"President Republican Party","WT","Ted Cruz","PALOUSE 107","107","23"
"President Republican Party","WT","John R. Kasich","PALOUSE 107","107","5"
"President Republican Party","WT","Donald J. Trump","PALOUSE 107","107","90"
"President Republican Party","WT","Ben Carson","COLTON 108","108","1"
"President Republican Party","WT","Ted Cruz","COLTON 108","108","5"
"President Republican Party","WT","John R. Kasich","COLTON 108","108","4"
"President Republican Party","WT","Donald J. Trump","COLTON 108","108","38"
"President Republican Party","WT","Ben Carson","UNIONTOWN 109","109","1"
"President Republican Party","WT","Ted Cruz","UNIONTOWN 109","109","7"
"President Republican Party","WT","John R. Kasich","UNIONTOWN 109","109","1"
"President Republican Party","WT","Donald J. Trump","UNIONTOWN 109","109","19"
"President Republican Party","WT","Ben Carson","PULLMAN RURAL 110","110","8"
"President Republican Party","WT","Ted Cruz","PULLMAN RURAL 110","110","22"
"President Republican Party","WT","John R. Kasich","PULLMAN RURAL 110","110","15"
"President Republican Party","WT","Donald J. Trump","PULLMAN RURAL 110","110","137"
"President Republican Party","WT","Ben Carson","PULLMAN RURAL 111","111","2"
"President Republican Party","WT","Ted Cruz","PULLMAN RURAL 111","111","11"
"President Republican Party","WT","John R. Kasich","PULLMAN RURAL 111","111","7"
"President Republican Party","WT","Donald J. Trump","PULLMAN RURAL 111","111","38"
"President Republican Party","WT","Ben Carson","ALBION 112","112","0"
"President Republican Party","WT","Ted Cruz","ALBION 112","112","8"
"President Republican Party","WT","John R. Kasich","ALBION 112","112","4"
"President Republican Party","WT","Donald J. Trump","ALBION 112","112","18"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 113","113","1"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 113","113","6"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 113","113","5"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 113","113","30"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 114(*)","114","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 114(*)","114","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 114(*)","114","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 114(*)","114","0"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 115(*)","115","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 115(*)","115","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 115(*)","115","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 115(*)","115","0"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 116","116","13"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 116","116","22"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 116","116","18"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 116","116","100"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 117","117","5"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 117","117","8"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 117","117","10"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 117","117","28"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 118","118","1"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 118","118","8"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 118","118","17"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 118","118","56"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 119","119","4"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 119","119","11"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 119","119","11"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 119","119","34"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 120","120","20"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 120","120","30"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 120","120","31"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 120","120","126"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 121","121","3"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 121","121","12"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 121","121","9"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 121","121","27"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 122","122","1"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 122","122","4"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 122","122","4"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 122","122","22"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 123","123","5"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 123","123","5"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 123","123","12"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 123","123","20"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 124(*)","124","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 124(*)","124","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 124(*)","124","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 124(*)","124","0"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 125","125","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 125","125","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 125","125","2"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 125","125","3"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 126(*)","126","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 126(*)","126","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 126(*)","126","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 126(*)","126","0"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 127","127","1"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 127","127","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 127","127","2"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 127","127","4"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 128","128","2"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 128","128","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 128","128","1"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 128","128","8"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 129","129","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 129","129","5"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 129","129","6"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 129","129","7"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 130(*)","130","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 130(*)","130","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 130(*)","130","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 130(*)","130","0"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 131(*)","131","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 131(*)","131","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 131(*)","131","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 131(*)","131","0"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 132(*)","132","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 132(*)","132","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 132(*)","132","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 132(*)","132","0"
"President Republican Party","WT","Ben Carson","PULLMAN CITY 133(*)","133","0"
"President Republican Party","WT","Ted Cruz","PULLMAN CITY 133(*)","133","0"
"President Republican Party","WT","John R. Kasich","PULLMAN CITY 133(*)","133","0"
"President Republican Party","WT","Donald J. Trump","PULLMAN CITY 133(*)","133","0"
