"County","Race","Candidate","Party","Votes","PercentageOfTotalVotes","JurisdictionName"
"Asotin","  SCHOOL DISTRICT 420 SCHOOL DIRECTOR #01","WRITE-IN","","0","0","School"
"Asotin","  SCHOOL DISTRICT 420 SCHOOL DIRECTOR #04","Todd S. Clovis","","873","100","School"
"Asotin","  SCHOOL DISTRICT 420 SCHOOL DIRECTOR #04","WRITE-IN","","0","0","School"
"Asotin","  SCHOOL DISTRICT 420 SCHOOL DIRECTOR #05","Warren Benner","","856","100","School"
"Asotin","  SCHOOL DISTRICT 420 SCHOOL DIRECTOR #05","WRITE-IN","","0","0","School"
"Asotin","  FIRE DISTRICT 1 FIRE COMMISSIONER 2","Ken P. Klug","","2978","100","Fire"
"Asotin","  FIRE DISTRICT 1 FIRE COMMISSIONER 2","WRITE-IN","","0","0","Fire"
"Asotin","  BLUE MOUNTAIN FIRE DIST NO 1 Fire Commissioner  1","Justin Moss","","53","100","Fire"
"Asotin","  BLUE MOUNTAIN FIRE DIST NO 1 Fire Commissioner  1","WRITE-IN","","0","0","Fire"
"Asotin","  PORT DISTRICT A PORT COMMISSIONER 1","Mark C. Brigham","","4379","100","Port"
"Asotin","  PORT DISTRICT A PORT COMMISSIONER 1","WRITE-IN","","0","0","Port"
"Asotin","  CEMETERY DISTRICT COMMISSIONER #2","Steve Burns","","4388","100","Cemetery"
"Asotin","  CEMETERY DISTRICT COMMISSIONER #2","WRITE-IN","","0","0","Cemetery"
"Benton","  Referendum Measure No. 88","Approved","","13741","31.7623","State Executive"
"Benton","  Referendum Measure No. 88","Rejected","","29521","68.2377","State Executive"
"Benton","  Initiative Measure No. 976","Yes","","29615","66.975","State Executive"
"Benton","  Initiative Measure No. 976","No","","14603","33.025","State Executive"
"Benton","  Advisory Vote No. 20","Repealed","","32998","78.7072","State Executive"
"Benton","  Advisory Vote No. 20","Maintained","","8927","21.2928","State Executive"
"Benton","  Advisory Vote No. 21","Repealed","","29434","69.5461","State Executive"
"Benton","  Advisory Vote No. 21","Maintained","","12889","30.4539","State Executive"
"Benton","  Advisory Vote No. 22","Repealed","","33029","78.4108","State Executive"
"Benton","  Advisory Vote No. 22","Maintained","","9094","21.5892","State Executive"
"Benton","  Advisory Vote No. 23","Repealed","","18727","43.9859","State Executive"
"Benton","  Advisory Vote No. 23","Maintained","","23848","56.0141","State Executive"
"Benton","  Advisory Vote No. 24","Repealed","","32745","78.8333","State Executive"
"Benton","  Advisory Vote No. 24","Maintained","","8792","21.1667","State Executive"
"Benton","  Advisory Vote No. 25","Repealed","","30722","73.5944","State Executive"
"Benton","  Advisory Vote No. 25","Maintained","","11023","26.4056","State Executive"
"Benton","  Advisory Vote No. 26","Repealed","","29830","71.1102","State Executive"
"Benton","  Advisory Vote No. 26","Maintained","","12119","28.8898","State Executive"
"Benton","  Advisory Vote No. 27","Repealed","","32970","78.0078","State Executive"
"Benton","  Advisory Vote No. 27","Maintained","","9295","21.9922","State Executive"
"Benton","  Advisory Vote No. 28","Repealed","","23493","56.2316","State Executive"
"Benton","  Advisory Vote No. 28","Maintained","","18286","43.7684","State Executive"
"Benton","  Advisory Vote No. 29","Repealed","","33185","79.3976","State Executive"
"Benton","  Advisory Vote No. 29","Maintained","","8611","20.6024","State Executive"
"Benton","  Advisory Vote No. 30","Repealed","","29991","71.7883","State Executive"
"Benton","  Advisory Vote No. 30","Maintained","","11786","28.2117","State Executive"
"Benton","  Advisory Vote No. 31","Repealed","","24267","58.2054","State Executive"
"Benton","  Advisory Vote No. 31","Maintained","","17425","41.7946","State Executive"
"Benton","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Approved","","21370","49.9241","State Executive"
"Benton","  Proposed Amendments to the Constitution - Senate Joint Resolution No. 8200","Rejected","","21435","50.0759","State Executive"
"Benton","  Port Of Benton Commissioner District 1","Roy Keck","","5619","50.1115","Port"
"Benton","  Port Of Benton Commissioner District 1","Bill ONeil","","5526","49.2821","Port"
"Benton","  Port Of Benton Commissioner District 1","WRITE-IN","","68","0.6064","Port"
"Benton","  Port Of Kennewick Commissioner District 2","Thomas Moak","","16448","57.5628","Port"
"Benton","  Port Of Kennewick Commissioner District 2","VJ Meadows","","11918","41.7092","Port"
"Benton","  Port Of Kennewick Commissioner District 2","WRITE-IN","","208","0.7279","Port"
"Benton","  Kennewick Public Hospital District Commissioner Pos. 4","Steve Blodgett","","16746","96.7194","Hospital"
"Benton","  Kennewick Public Hospital District Commissioner Pos. 4","WRITE-IN","","568","3.2806","Hospital"
"Benton","  Kennewick Public Hospital District Commissioner Pos. 5","Wanda Briggs","","17067","96.9936","Hospital"
"Benton","  Kennewick Public Hospital District Commissioner Pos. 5","WRITE-IN","","529","3.0064","Hospital"
"Benton","  Kennewick Public Hospital District Commissioner Pos. 6","Rick Reil","","16632","96.6808","Hospital"
"Benton","  Kennewick Public Hospital District Commissioner Pos. 6","WRITE-IN","","571","3.3192","Hospital"
"Benton","  Prosser Public Hospital District Commissioner Pos. 4","Brandon Bowden ","","2608","97.2046","Hospital"
"Benton","  Prosser Public Hospital District Commissioner Pos. 4","WRITE-IN","","75","2.7954","Hospital"
"Benton","  Prosser Public Hospital District Commissioner Pos. 5","Glenn M. Bestebreur","","2578","97.5776","Hospital"
"Benton","  Prosser Public Hospital District Commissioner Pos. 5","WRITE-IN","","64","2.4224","Hospital"
"Benton","  Prosser Public Hospital District Commissioner Pos. 6","Stephen Kenny","","2610","97.8261","Hospital"
"Benton","  Prosser Public Hospital District Commissioner Pos. 6","WRITE-IN","","58","2.1739","Hospital"
"Benton","  City of Benton City Mayor","Linda Lehman","","326","52.8363","City/Town"
"Benton","  City of Benton City Mayor","David Sandretto","","286","46.3533","City/Town"
"Benton","  City of Benton City Mayor","WRITE-IN","","5","0.8104","City/Town"
"Benton","  City of Benton City Council Pos. 3","Ashley Morrison             ","","283","47.3244","City/Town"
"Benton","  City of Benton City Council Pos. 3","John A. Derderian","","314","52.5084","City/Town"
"Benton","  City of Benton City Council Pos. 3","WRITE-IN","","1","0.1672","City/Town"
"Benton","  City of Benton City Council Pos. 4","Keila Gordon","","383","65.4701","City/Town"
"Benton","  City of Benton City Council Pos. 4","Connie Meredith","","200","34.188","City/Town"
"Benton","  City of Benton City Council Pos. 4","WRITE-IN","","2","0.3419","City/Town"
"Benton","  City of Benton City Council Pos. 5","Michelle McLeod","","258","43","City/Town"
"Benton","  City of Benton City Council Pos. 5","Jake Mokler","","341","56.8333","City/Town"
"Benton","  City of Benton City Council Pos. 5","WRITE-IN","","1","0.1667","City/Town"
"Benton","  City Of Kennewick Council Position 5 At Large","Chuck Torelli","","6866","50.5596","City/Town"
"Benton","  City Of Kennewick Council Position 5 At Large","Chariss Warner","","6621","48.7555","City/Town"
"Benton","  City Of Kennewick Council Position 5 At Large","WRITE-IN","","93","0.6848","City/Town"
"Benton","  City Of Kennewick Council Position 6 At Large","Brad Beauchamp","","8879","65.1813","City/Town"
"Benton","  City Of Kennewick Council Position 6 At Large","Ed Pacheco","","4662","34.224","City/Town"
"Benton","  City Of Kennewick Council Position 6 At Large","WRITE-IN","","81","0.5946","City/Town"
"Benton","  City Of Kennewick Council Position 7 At Large","James (Jim) Millbauer","","6997","51.6231","City/Town"
"Benton","  City Of Kennewick Council Position 7 At Large","Russel Del Gesso","","6466","47.7055","City/Town"
"Benton","  City Of Kennewick Council Position 7 At Large","WRITE-IN","","91","0.6714","City/Town"
"Benton","  City Of Prosser Mayor","Randy Taylor","","784","96.6708","City/Town"
"Benton","  City Of Prosser Mayor","WRITE-IN","","27","3.3292","City/Town"
"Benton","  City Of Prosser Council Pos. 4","Robert Elder","","594","60.8607","City/Town"
"Benton","  City Of Prosser Council Pos. 4","Robert McGraw ","","374","38.3197","City/Town"
"Benton","  City Of Prosser Council Pos. 4","WRITE-IN","","8","0.8197","City/Town"
"Benton","  City Of Prosser Council Pos. 5","Mary Ruth Edwards","","740","95.8549","City/Town"
"Benton","  City Of Prosser Council Pos. 5","WRITE-IN","","32","4.1451","City/Town"
"Benton","  City Of Prosser Council Pos. 6","Steven W Becken","","749","96.3964","City/Town"
"Benton","  City Of Prosser Council Pos. 6","WRITE-IN","","28","3.6036","City/Town"
"Benton","  City Of Prosser Council Pos. 7","Stephanie Groom ","","739","95.7254","City/Town"
"Benton","  City Of Prosser Council Pos. 7","WRITE-IN","","33","4.2746","City/Town"
"Benton","  City Of Richland Council Pos. 1","Bob Thompson","","7543","51.3548","City/Town"
"Benton","  City Of Richland Council Pos. 1","Lillian (Randy) Slovic","","7066","48.1073","City/Town"
"Benton","  City Of Richland Council Pos. 1","WRITE-IN","","79","0.5379","City/Town"
"Benton","  City Of Richland Council Pos. 2","Brad Anderson","","7996","55.0765","City/Town"
"Benton","  City Of Richland Council Pos. 2","Shir Regev","","6461","44.5034","City/Town"
"Benton","  City Of Richland Council Pos. 2","WRITE-IN","","61","0.4202","City/Town"
"Benton","  City Of Richland Council Pos. 5","Phillip R. Lemley","","9480","64.067","City/Town"
"Benton","  City Of Richland Council Pos. 5","Lisa Thomas ","","5221","35.2842","City/Town"
"Benton","  City Of Richland Council Pos. 5","WRITE-IN","","96","0.6488","City/Town"
"Benton","  City Of Richland Council Pos. 6","Terry Christensen","","8017","56.3387","City/Town"
"Benton","  City Of Richland Council Pos. 6","Kyle Palmer","","6155","43.2537","City/Town"
"Benton","  City Of Richland Council Pos. 6","WRITE-IN","","58","0.4076","City/Town"
"Benton","  City Of West Richland Council Pos. 5","David M Fetto","","2895","97.5404","City/Town"
"Benton","  City Of West Richland Council Pos. 5","WRITE-IN","","73","2.4596","City/Town"
"Benton","  City Of West Richland Council Pos. 6","Fred Brink","","2923","98.0872","City/Town"
"Benton","  City Of West Richland Council Pos. 6","WRITE-IN","","57","1.9128","City/Town"
"Benton","  City Of West Richland Council Pos. 7","Ken Stoker","","1748","44.5124","City/Town"
"Benton","  City Of West Richland Council Pos. 7","Kate Moran","","2170","55.2585","City/Town"
"Benton","  City Of West Richland Council Pos. 7","WRITE-IN","","9","0.2292","City/Town"
"Benton","  Kennewick School District 17 Director No. 3","Ron Mabry","","9361","55.4233","School"
"Benton","  Kennewick School District 17 Director No. 3","Wende Carlisle","","7417","43.9136","School"
"Benton","  Kennewick School District 17 Director No. 3","WRITE-IN","","112","0.6631","School"
"Benton","  Kennewick School District 17 Director No. 4","Michael Connors","","11506","70.386","School"
"Benton","  Kennewick School District 17 Director No. 4","James Langford","","4684","28.6536","School"
"Benton","  Kennewick School District 17 Director No. 4","WRITE-IN","","157","0.9604","School"
"Benton","  Kennewick School District 17 Director No. 5","Diane Sundvik ","","8440","52.0827","School"
"Benton","  Kennewick School District 17 Director No. 5","Patrick (Pat) Mastaler","","7610","46.9608","School"
"Benton","  Kennewick School District 17 Director No. 5","WRITE-IN","","155","0.9565","School"
"Benton","  Paterson School District 50 Director No. 3","Ryan Munn","","53","100","School"
"Benton","  Paterson School District 50 Director No. 3","WRITE-IN","","0","0","School"
"Benton","  Paterson School District 50 Director No. 4","Sarah Maddox","","47","95.9184","School"
"Benton","  Paterson School District 50 Director No. 4","WRITE-IN","","2","4.0816","School"
"Benton","  Paterson School District 50 Director No. 5","Taryn Hartley","","53","100","School"
"Benton","  Paterson School District 50 Director No. 5","WRITE-IN","","0","0","School"
"Benton","  Kiona-Benton City School District 52 Director District 1","Julie Rheinschmidt","","1452","96.2865","School"
"Benton","  Kiona-Benton City School District 52 Director District 1","WRITE-IN","","56","3.7135","School"
"Benton","  Kiona-Benton City School District 52 Director District 4","Dale Thornton","","1454","95.595","School"
"Benton","  Kiona-Benton City School District 52 Director District 4","WRITE-IN","","67","4.405","School"
"Benton","  Finley School District 53 Director District  1","Dawn Senger","","705","96.9739","School"
"Benton","  Finley School District 53 Director District  1","WRITE-IN","","22","3.0261","School"
"Benton","  Finley School District 53 Director District 3","Julie Bussell","","716","97.1506","School"
"Benton","  Finley School District 53 Director District 3","WRITE-IN","","21","2.8494","School"
"Benton","  Finley School District 53 Director District 4","Tim Goforth","","711","97.9339","School"
"Benton","  Finley School District 53 Director District 4","WRITE-IN","","15","2.0661","School"
"Benton","  Prosser Consolidated School District 116 Director District 1","Margaret (Peggy) Douglas","","1636","97.323","School"
"Benton","  Prosser Consolidated School District 116 Director District 1","WRITE-IN","","45","2.677","School"
"Benton","  Prosser Consolidated School District 116 Director District 2","Andy Howe ","","1569","96.4945","School"
"Benton","  Prosser Consolidated School District 116 Director District 2","WRITE-IN","","57","3.5055","School"
"Benton","  Prosser Consolidated School District 116 Director District 5","Scott Hunt","","1584","96.1165","School"
"Benton","  Prosser Consolidated School District 116 Director District 5","WRITE-IN","","64","3.8835","School"
"Benton","  GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 1","Antonio E. Sanchez","","43","100","School"
"Benton","  GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 1","WRITE-IN","","0","0","School"
"Benton","  GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 3","Elizabeth Alba","","46","100","School"
"Benton","  GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 3","WRITE-IN","","0","0","School"
"Benton","  GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 4","Jessica Trevino","","44","97.7778","School"
"Benton","  GRANDVIEW SCHOOL DISTRICT NO. 200 Director, District 4","WRITE-IN","","1","2.2222","School"
"Benton","  Richland School District 400 Director No. 3","Rick Donahoe","","10656","60.2306","School"
"Benton","  Richland School District 400 Director No. 3","Matthew J. Bishop","","6913","39.0742","School"
"Benton","  Richland School District 400 Director No. 3","WRITE-IN","","123","0.6952","School"
"Benton","  Richland School District 400 Director No. 4","Kari Williams","","9907","53.041","School"
"Benton","  Richland School District 400 Director No. 4","Jay Clough","","8689","46.52","School"
"Benton","  Richland School District 400 Director No. 4","WRITE-IN","","82","0.439","School"
"Benton","  Richland School District 400 Director No. 5","Jill M. Oldson","","10001","54.1033","School"
"Benton","  Richland School District 400 Director No. 5","Rama Devagupta","","8381","45.3395","School"
"Benton","  Richland School District 400 Director No. 5","WRITE-IN","","103","0.5572","School"
"Benton","  Fire District #1 Commissioner Pos. 3","David Jenkins","","2271","57.1177","Fire"
"Benton","  Fire District #1 Commissioner Pos. 3","Scott Carpenter","","1667","41.9266","Fire"
"Benton","  Fire District #1 Commissioner Pos. 3","WRITE-IN","","38","0.9557","Fire"
"Benton","  Fire District #1 Local Proposition 2","APPROVED","","2969","63.8495","Fire"
"Benton","  Fire District #1 Local Proposition 2","REJECTED","","1681","36.1505","Fire"
"Benton","  Fire District #2 Commissioner Pos. 2","Steve Rouse","","1209","97.4214","Fire"
"Benton","  Fire District #2 Commissioner Pos. 2","WRITE-IN","","32","2.5786","Fire"
"Benton","  Fire District #4 Commissioner Pos. 2","Ralph Russell","","2166","48.3159","Fire"
"Benton","  Fire District #4 Commissioner Pos. 2","Garrett Goodwin","","2284","50.948","Fire"
"Benton","  Fire District #4 Commissioner Pos. 2","WRITE-IN","","33","0.7361","Fire"
"Benton","  Fire District #5  Revised Commissioner Pos. 2","Wayne Mercer ","","81","97.5904","Fire"
"Benton","  Fire District #5  Revised Commissioner Pos. 2","WRITE-IN","","2","2.4096","Fire"
"Benton","  Fire District #6 Commissioner Position 2","Robert Crow","","89","96.7391","Fire"
"Benton","  Fire District #6 Commissioner Position 2","WRITE-IN","","3","3.2609","Fire"
"Benton","  West Benton Regional Fire Authority Commissioner Position 1 At Large","Max E. Benitz Jr ","","1406","95.5163","Fire"
"Benton","  West Benton Regional Fire Authority Commissioner Position 1 At Large","WRITE-IN","","66","4.4837","Fire"
"Benton","  West Benton Regional Fire Authority Commissioner Position 2","Shane Williams","","1545","97.6612","Fire"
"Benton","  West Benton Regional Fire Authority Commissioner Position 2","WRITE-IN","","37","2.3388","Fire"
"Benton","  County Well Water Dist Commissioner Position 2","Randy Mercer ","","38","97.4359","Water"
"Benton","  County Well Water Dist Commissioner Position 2","WRITE-IN","","1","2.5641","Water"
"Benton","  Plymouth Water District Commissioner Position 2","Austin Wyatt","","47","97.9167","Water"
"Benton","  Plymouth Water District Commissioner Position 2","WRITE-IN","","1","2.0833","Water"
"Benton","  Tri-City Estates Water Dist Commissioner Position 2","Rick Jansons","","77","92.7711","Water"
"Benton","  Tri-City Estates Water Dist Commissioner Position 2","WRITE-IN","","6","7.2289","Water"
"Chelan","  Referendum Measure No. 88","Approved","","7961","37.09","State Executive"
"Chelan","  Referendum Measure No. 88","Rejected","","13503","62.91","State Executive"
"Chelan","  Initiative Measure No. 976","Yes","","13559","61.2781","State Executive"
"Chelan","  Initiative Measure No. 976","No","","8568","38.7219","State Executive"
"Chelan","  Advisory Vote No. 20","Repealed","","15359","74.1622","State Executive"
"Chelan","  Advisory Vote No. 20","Maintained","","5351","25.8378","State Executive"
"Chelan","  Advisory Vote No. 21","Repealed","","14157","67.766","State Executive"
"Chelan","  Advisory Vote No. 21","Maintained","","6734","32.234","State Executive"
