County,Precinct,Office,Dist,Party,Candidate,Vote,
Whitman,125 PULLMAN,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,126 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,127 PULLMAN,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,128 PULLMAN,Congress 5,CD5,NON,WRITE-IN,2,
Whitman,129 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,130 PULLMAN,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,131 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,132 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,133 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,134 PULLMAN,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,135 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,136 NORTH COLFAX,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,137 SOUTH COLFAX,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,138 WILCOX,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,139 COLFAX,Congress 5,CD5,NON,WRITE-IN,2,
Whitman,140 COLFAX,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,141 COLFAX,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,142 COLFAX,Congress 5,CD5,NON,WRITE-IN,3,
Whitman,143 DUSTY,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,144 HAY,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,145 HOOPER,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,146 LACROSSE,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,147 ENDICOTT,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,148 LAMONT,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,149 ST JOHN,Congress 5,CD5,NON,WRITE-IN,2,
Whitman,150 MALDEN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,151 ROSALIA,Congress 5,CD5,NON,WRITE-IN,2,
Whitman,152 THORNTON,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,218 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,228 PULLMAN,Congress 5,CD5,NON,WRITE-IN,0,
Whitman,234 PULLMAN,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,235 PULLMAN,Congress 5,CD5,NON,WRITE-IN,1,
Whitman,101 TEKOA,State Rep Dist 9 Pos 1,9,R,Susan Fagan,297,
Whitman,102 OAKESDALE,State Rep Dist 9 Pos 1,9,R,Susan Fagan,267,
Whitman,103 FARMINGTON,State Rep Dist 9 Pos 1,9,R,Susan Fagan,83,
Whitman,104 STEPTOE,State Rep Dist 9 Pos 1,9,R,Susan Fagan,120,
Whitman,105 GARFIELD,State Rep Dist 9 Pos 1,9,R,Susan Fagan,283,
Whitman,106 PALOUSE,State Rep Dist 9 Pos 1,9,R,Susan Fagan,177,
Whitman,107 PALOUSE,State Rep Dist 9 Pos 1,9,R,Susan Fagan,351,
Whitman,108 COLTON,State Rep Dist 9 Pos 1,9,R,Susan Fagan,323,
Whitman,109 UNIONTOWN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,180,
Whitman,110 SOUTH PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,419,
Whitman,111 NORTH PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,107,
Whitman,112 ALBION,State Rep Dist 9 Pos 1,9,R,Susan Fagan,248,
Whitman,113 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,124,
Whitman,114 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,26,
Whitman,115 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,23,
Whitman,116 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,443,
Whitman,117 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,150,
Whitman,118 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,278,
Whitman,119 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,189,
Whitman,120 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,554,
Whitman,121 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,166,
Whitman,122 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,139,
Whitman,123 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,217,
Whitman,124 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,39,
Whitman,125 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,31,
Whitman,126 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,24,
Whitman,127 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,41,
Whitman,128 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,63,
Whitman,129 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,109,
Whitman,130 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,46,
Whitman,131 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,9,
Whitman,132 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,5,
Whitman,133 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,4,
Whitman,134 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,24,
Whitman,135 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,179,
Whitman,136 NORTH COLFAX,State Rep Dist 9 Pos 1,9,R,Susan Fagan,146,
Whitman,137 SOUTH COLFAX,State Rep Dist 9 Pos 1,9,R,Susan Fagan,250,
Whitman,138 WILCOX,State Rep Dist 9 Pos 1,9,R,Susan Fagan,151,
Whitman,139 COLFAX,State Rep Dist 9 Pos 1,9,R,Susan Fagan,229,
Whitman,140 COLFAX,State Rep Dist 9 Pos 1,9,R,Susan Fagan,229,
Whitman,141 COLFAX,State Rep Dist 9 Pos 1,9,R,Susan Fagan,201,
Whitman,142 COLFAX,State Rep Dist 9 Pos 1,9,R,Susan Fagan,326,
Whitman,143 DUSTY,State Rep Dist 9 Pos 1,9,R,Susan Fagan,41,
Whitman,144 HAY,State Rep Dist 9 Pos 1,9,R,Susan Fagan,36,
Whitman,145 HOOPER,State Rep Dist 9 Pos 1,9,R,Susan Fagan,29,
Whitman,146 LACROSSE,State Rep Dist 9 Pos 1,9,R,Susan Fagan,220,
Whitman,147 ENDICOTT,State Rep Dist 9 Pos 1,9,R,Susan Fagan,247,
Whitman,148 LAMONT,State Rep Dist 9 Pos 1,9,R,Susan Fagan,63,
Whitman,149 ST JOHN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,460,
Whitman,150 MALDEN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,79,
Whitman,151 ROSALIA,State Rep Dist 9 Pos 1,9,R,Susan Fagan,287,
Whitman,152 THORNTON,State Rep Dist 9 Pos 1,9,R,Susan Fagan,68,
Whitman,218 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,265,
Whitman,228 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,40,
Whitman,234 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,77,
Whitman,235 PULLMAN,State Rep Dist 9 Pos 1,9,R,Susan Fagan,366,
Whitman,101 TEKOA,State Rep Dist 9 Pos 1,9,,WRITE-IN,4,NON
Whitman,102 OAKESDALE,State Rep Dist 9 Pos 1,9,,WRITE-IN,6,NON
Whitman,103 FARMINGTON,State Rep Dist 9 Pos 1,9,,WRITE-IN,6,NON
Whitman,104 STEPTOE,State Rep Dist 9 Pos 1,9,,WRITE-IN,3,NON
Whitman,105 GARFIELD,State Rep Dist 9 Pos 1,9,,WRITE-IN,12,NON
Whitman,106 PALOUSE,State Rep Dist 9 Pos 1,9,,WRITE-IN,4,NON
Whitman,107 PALOUSE,State Rep Dist 9 Pos 1,9,,WRITE-IN,21,NON
Whitman,108 COLTON,State Rep Dist 9 Pos 1,9,,WRITE-IN,10,NON
Whitman,109 UNIONTOWN,State Rep Dist 9 Pos 1,9,,WRITE-IN,0,NON
Whitman,110 SOUTH PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,15,NON
Whitman,111 NORTH PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,8,NON
Whitman,112 ALBION,State Rep Dist 9 Pos 1,9,,WRITE-IN,6,NON
Whitman,113 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,14,NON
Whitman,114 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,6,NON
Whitman,115 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,0,NON
Whitman,116 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,17,NON
Whitman,117 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,5,NON
Whitman,118 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,16,NON
Whitman,119 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,20,NON
Whitman,120 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,44,NON
Whitman,121 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,11,NON
Whitman,122 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,10,NON
Whitman,123 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,12,NON
Whitman,124 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,6,NON
Whitman,125 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,3,NON
Whitman,126 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,1,NON
Whitman,127 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,3,NON
Whitman,128 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,8,NON
Whitman,129 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,10,NON
Whitman,130 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,11,NON
Whitman,131 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,0,NON
Whitman,132 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,2,NON
Whitman,133 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,0,NON
Whitman,134 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,4,NON
Whitman,135 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,25,NON
Whitman,136 NORTH COLFAX,State Rep Dist 9 Pos 1,9,,WRITE-IN,2,NON
Whitman,137 SOUTH COLFAX,State Rep Dist 9 Pos 1,9,,WRITE-IN,3,NON
Whitman,138 WILCOX,State Rep Dist 9 Pos 1,9,,WRITE-IN,0,NON
Whitman,139 COLFAX,State Rep Dist 9 Pos 1,9,,WRITE-IN,10,NON
Whitman,140 COLFAX,State Rep Dist 9 Pos 1,9,,WRITE-IN,1,NON
Whitman,141 COLFAX,State Rep Dist 9 Pos 1,9,,WRITE-IN,3,NON
Whitman,142 COLFAX,State Rep Dist 9 Pos 1,9,,WRITE-IN,7,NON
Whitman,143 DUSTY,State Rep Dist 9 Pos 1,9,,WRITE-IN,1,NON
Whitman,144 HAY,State Rep Dist 9 Pos 1,9,,WRITE-IN,0,NON
Whitman,145 HOOPER,State Rep Dist 9 Pos 1,9,,WRITE-IN,1,NON
Whitman,146 LACROSSE,State Rep Dist 9 Pos 1,9,,WRITE-IN,3,NON
Whitman,147 ENDICOTT,State Rep Dist 9 Pos 1,9,,WRITE-IN,7,NON
Whitman,148 LAMONT,State Rep Dist 9 Pos 1,9,,WRITE-IN,7,NON
Whitman,149 ST JOHN,State Rep Dist 9 Pos 1,9,,WRITE-IN,7,NON
Whitman,150 MALDEN,State Rep Dist 9 Pos 1,9,,WRITE-IN,5,NON
Whitman,151 ROSALIA,State Rep Dist 9 Pos 1,9,,WRITE-IN,6,NON
Whitman,152 THORNTON,State Rep Dist 9 Pos 1,9,,WRITE-IN,3,NON
Whitman,218 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,6,NON
Whitman,228 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,0,NON
Whitman,234 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,9,NON
Whitman,235 PULLMAN,State Rep Dist 9 Pos 1,9,,WRITE-IN,18,NON
Whitman,101 TEKOA,State Rep Dist 9 Pos 2,9,R,Joe Schmick,267,
Whitman,102 OAKESDALE,State Rep Dist 9 Pos 2,9,R,Joe Schmick,264,
Whitman,103 FARMINGTON,State Rep Dist 9 Pos 2,9,R,Joe Schmick,64,
Whitman,104 STEPTOE,State Rep Dist 9 Pos 2,9,R,Joe Schmick,115,
Whitman,105 GARFIELD,State Rep Dist 9 Pos 2,9,R,Joe Schmick,302,
Whitman,106 PALOUSE,State Rep Dist 9 Pos 2,9,R,Joe Schmick,183,
Whitman,107 PALOUSE,State Rep Dist 9 Pos 2,9,R,Joe Schmick,327,
Whitman,108 COLTON,State Rep Dist 9 Pos 2,9,R,Joe Schmick,290,
Whitman,109 UNIONTOWN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,157,
Whitman,110 SOUTH PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,414,
Whitman,111 NORTH PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,111,
Whitman,112 ALBION,State Rep Dist 9 Pos 2,9,R,Joe Schmick,230,
Whitman,113 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,123,
Whitman,114 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,21,
Whitman,115 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,18,
Whitman,116 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,367,
Whitman,117 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,139,
Whitman,118 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,255,
Whitman,119 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,196,
Whitman,120 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,511,
Whitman,121 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,157,
Whitman,122 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,128,
Whitman,123 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,209,
Whitman,124 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,25,
Whitman,125 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,28,
Whitman,126 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,19,
Whitman,127 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,35,
Whitman,128 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,52,
Whitman,129 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,83,
Whitman,130 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,43,
Whitman,131 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,5,
Whitman,132 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,4,
Whitman,133 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,3,
Whitman,134 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,17,
Whitman,135 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,164,
Whitman,136 NORTH COLFAX,State Rep Dist 9 Pos 2,9,R,Joe Schmick,163,
Whitman,137 SOUTH COLFAX,State Rep Dist 9 Pos 2,9,R,Joe Schmick,273,
Whitman,138 WILCOX,State Rep Dist 9 Pos 2,9,R,Joe Schmick,159,
Whitman,139 COLFAX,State Rep Dist 9 Pos 2,9,R,Joe Schmick,252,
Whitman,140 COLFAX,State Rep Dist 9 Pos 2,9,R,Joe Schmick,236,
Whitman,141 COLFAX,State Rep Dist 9 Pos 2,9,R,Joe Schmick,217,
Whitman,142 COLFAX,State Rep Dist 9 Pos 2,9,R,Joe Schmick,351,
Whitman,143 DUSTY,State Rep Dist 9 Pos 2,9,R,Joe Schmick,52,
Whitman,144 HAY,State Rep Dist 9 Pos 2,9,R,Joe Schmick,36,
Whitman,145 HOOPER,State Rep Dist 9 Pos 2,9,R,Joe Schmick,26,
Whitman,146 LACROSSE,State Rep Dist 9 Pos 2,9,R,Joe Schmick,230,
Whitman,147 ENDICOTT,State Rep Dist 9 Pos 2,9,R,Joe Schmick,274,
Whitman,148 LAMONT,State Rep Dist 9 Pos 2,9,R,Joe Schmick,66,
Whitman,149 ST JOHN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,463,
Whitman,150 MALDEN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,70,
Whitman,151 ROSALIA,State Rep Dist 9 Pos 2,9,R,Joe Schmick,269,
Whitman,152 THORNTON,State Rep Dist 9 Pos 2,9,R,Joe Schmick,68,
Whitman,218 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,244,
Whitman,228 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,27,
Whitman,234 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,66,
Whitman,235 PULLMAN,State Rep Dist 9 Pos 2,9,R,Joe Schmick,345,
Whitman,101 TEKOA,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,65,
Whitman,102 OAKESDALE,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,42,
Whitman,103 FARMINGTON,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,24,
Whitman,104 STEPTOE,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,23,
Whitman,105 GARFIELD,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,43,
Whitman,106 PALOUSE,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,23,
Whitman,107 PALOUSE,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,75,
Whitman,108 COLTON,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,59,
Whitman,109 UNIONTOWN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,23,
Whitman,110 SOUTH PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,63,
Whitman,111 NORTH PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,20,
Whitman,112 ALBION,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,56,
Whitman,113 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,37,
Whitman,114 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,11,
Whitman,115 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,4,
Whitman,116 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,111,
Whitman,117 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,35,
Whitman,118 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,42,
Whitman,119 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,59,
Whitman,120 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,96,
Whitman,121 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,37,
Whitman,122 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,48,
Whitman,123 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,52,
Whitman,124 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,10,
Whitman,125 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,7,
Whitman,126 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,7,
Whitman,127 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,16,
Whitman,128 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,25,
Whitman,129 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,37,
Whitman,130 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,17,
Whitman,131 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,4,
Whitman,132 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,1,
Whitman,133 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,2,
Whitman,134 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,12,
Whitman,135 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,54,
Whitman,136 NORTH COLFAX,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,18,
Whitman,137 SOUTH COLFAX,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,20,
Whitman,138 WILCOX,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,9,
Whitman,139 COLFAX,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,26,
Whitman,140 COLFAX,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,29,
Whitman,141 COLFAX,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,21,
Whitman,142 COLFAX,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,31,
Whitman,143 DUSTY,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,1,
Whitman,144 HAY,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,6,
Whitman,145 HOOPER,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,4,
Whitman,146 LACROSSE,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,23,
Whitman,147 ENDICOTT,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,22,
Whitman,148 LAMONT,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,10,
Whitman,149 ST JOHN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,57,
Whitman,150 MALDEN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,16,
Whitman,151 ROSALIA,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,64,
Whitman,152 THORNTON,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,11,
Whitman,218 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,50,
Whitman,228 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,11,
Whitman,234 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,23,
Whitman,235 PULLMAN,State Rep Dist 9 Pos 2,9,R,Glen R. Stockwell,81,
Whitman,101 TEKOA,State Rep Dist 9 Pos 2,9,,WRITE-IN,4,NON
Whitman,102 OAKESDALE,State Rep Dist 9 Pos 2,9,,WRITE-IN,4,NON
Whitman,103 FARMINGTON,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,104 STEPTOE,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,105 GARFIELD,State Rep Dist 9 Pos 2,9,,WRITE-IN,5,NON
Whitman,106 PALOUSE,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,107 PALOUSE,State Rep Dist 9 Pos 2,9,,WRITE-IN,10,NON
Whitman,108 COLTON,State Rep Dist 9 Pos 2,9,,WRITE-IN,5,NON
Whitman,109 UNIONTOWN,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,110 SOUTH PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,9,NON
Whitman,111 NORTH PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,112 ALBION,State Rep Dist 9 Pos 2,9,,WRITE-IN,3,NON
Whitman,113 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,9,NON
Whitman,114 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,3,NON
Whitman,115 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,116 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,12,NON
Whitman,117 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,3,NON
Whitman,118 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,9,NON
Whitman,119 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,10,NON
Whitman,120 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,23,NON
Whitman,121 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,6,NON
Whitman,122 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,9,NON
Whitman,123 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,12,NON
Whitman,124 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,6,NON
Whitman,125 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,2,NON
Whitman,126 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,127 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,3,NON
Whitman,128 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,5,NON
Whitman,129 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,8,NON
Whitman,130 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,9,NON
Whitman,131 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,132 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,2,NON
Whitman,133 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,134 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,2,NON
Whitman,135 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,14,NON
Whitman,136 NORTH COLFAX,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,137 SOUTH COLFAX,State Rep Dist 9 Pos 2,9,,WRITE-IN,3,NON
Whitman,138 WILCOX,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,139 COLFAX,State Rep Dist 9 Pos 2,9,,WRITE-IN,6,NON
Whitman,140 COLFAX,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,141 COLFAX,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,142 COLFAX,State Rep Dist 9 Pos 2,9,,WRITE-IN,2,NON
Whitman,143 DUSTY,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,144 HAY,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,145 HOOPER,State Rep Dist 9 Pos 2,9,,WRITE-IN,0,NON
Whitman,146 LACROSSE,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,147 ENDICOTT,State Rep Dist 9 Pos 2,9,,WRITE-IN,2,NON
Whitman,148 LAMONT,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,149 ST JOHN,State Rep Dist 9 Pos 2,9,,WRITE-IN,2,NON
Whitman,150 MALDEN,State Rep Dist 9 Pos 2,9,,WRITE-IN,2,NON
Whitman,151 ROSALIA,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,152 THORNTON,State Rep Dist 9 Pos 2,9,,WRITE-IN,1,NON
Whitman,218 PULLMAN,State Rep Dist 9 Pos 2,9,,WRITE-IN,5,NON
