"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"School District #101 PROPOSITION NO. 1 OCEAN BEACH SCHOOL DISTRICT NO. 101 TECHNOLOGY IMPROVEMENTS LEVY","PA","NO","Seaview 1","25","61"
"School District #101 PROPOSITION NO. 1 OCEAN BEACH SCHOOL DISTRICT NO. 101 TECHNOLOGY IMPROVEMENTS LEVY","PA","YES","Seaview 2","26","12"
"School District #101 PROPOSITION NO. 1 OCEAN BEACH SCHOOL DISTRICT NO. 101 TECHNOLOGY IMPROVEMENTS LEVY","PA","NO","Seaview 2","26","10"
"School District #101 PROPOSITION NO. 1 OCEAN BEACH SCHOOL DISTRICT NO. 101 TECHNOLOGY IMPROVEMENTS LEVY","PA","YES","Ilwaco City","101","223"
"School District #101 PROPOSITION NO. 1 OCEAN BEACH SCHOOL DISTRICT NO. 101 TECHNOLOGY IMPROVEMENTS LEVY","PA","NO","Ilwaco City","101","64"
"School District #101 PROPOSITION NO. 1 OCEAN BEACH SCHOOL DISTRICT NO. 101 TECHNOLOGY IMPROVEMENTS LEVY","PA","YES","Long Beach","103","283"
"School District #101 PROPOSITION NO. 1 OCEAN BEACH SCHOOL DISTRICT NO. 101 TECHNOLOGY IMPROVEMENTS LEVY","PA","NO","Long Beach","103","123"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Total","-1","9943"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Total","-1","6150"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Hanford 3(*)","97","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Hanford 3(*)","97","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Hanford 1(*)","99","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Hanford 1(*)","99","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Columbia(*)","1060","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Columbia(*)","1060","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Weidle(*)","1404","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Weidle(*)","1404","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Elk","1407","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Elk","1407","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Griffin","1408","2"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Griffin","1408","6"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Goose Ridge","1409","28"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Goose Ridge","1409","24"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Cone(*)","1412","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Cone(*)","1412","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Vineyard","1413","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Vineyard","1413","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","W1 - P667","1667","26"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","W1 - P667","1667","19"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Kiona","3102","5"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Kiona","3102","3"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Yakima","3104","2"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Yakima","3104","7"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 1","4001","59"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 1","4001","46"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 2","4002","74"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 2","4002","43"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 3","4003","51"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 3","4003","31"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 4","4004","176"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 4","4004","120"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 5","4005","41"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 5","4005","42"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 6","4006","161"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 6","4006","95"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 7","4007","167"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 7","4007","103"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 8","4008","163"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 8","4008","99"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 9","4009","90"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 9","4009","68"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 10","4010","15"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 10","4010","7"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 11","4011","128"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 11","4011","89"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR12","4012","211"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR12","4012","104"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR13","4013","103"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR13","4013","78"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR14","4014","296"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR14","4014","163"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR15","4015","124"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR15","4015","63"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 16","4016","67"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 16","4016","71"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","WR 17","4017","92"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","WR 17","4017","74"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Enterprise","4101","74"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Enterprise","4101","81"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Harrington","4102","139"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Harrington","4102","119"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Red Mountain","4103","79"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Red Mountain","4103","95"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Clements","5603","18"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Clements","5603","20"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Celilo","5625","2"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Celilo","5625","4"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Candy(*)","5632","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Candy(*)","5632","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","French","5633","7"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","French","5633","10"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Shockley","5634","3"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Shockley","5634","2"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Liberty","5635","6"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Liberty","5635","4"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Gage","5636","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Gage","5636","0"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","Orchard","5637","15"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","Orchard","5637","10"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","105","6105","57"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","105","6105","52"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","110","6110","118"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","110","6110","58"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","115","6115","124"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","115","6115","62"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","120","6120","170"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","120","6120","69"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","125","6125","111"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","125","6125","51"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","130","6130","129"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","130","6130","81"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","135","6135","126"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","135","6135","72"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","140","6140","99"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","140","6140","80"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","145","6145","199"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","145","6145","99"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","150","6150","226"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","150","6150","138"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","151","6151","246"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","151","6151","130"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","155","6155","185"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","155","6155","121"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","160","6160","195"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","160","6160","92"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","165","6165","86"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","165","6165","52"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","170","6170","81"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","170","6170","62"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","175","6175","196"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","175","6175","132"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","180","6180","70"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","180","6180","26"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","185","6185","77"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","185","6185","23"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","186","6186","38"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","186","6186","27"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","190","6190","127"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","190","6190","79"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","195","6195","90"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","195","6195","67"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","200","6200","83"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","200","6200","42"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","205","6205","61"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","205","6205","38"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","210","6210","74"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","210","6210","61"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Approved","215","6215","60"
"Richland School District 400 Proposition 17-1 BONDS TO CONSTRUCT AND RENOVATE SCHOOL FACILITIES AND IMPROVE SAFETY","BE","Rejected","215","6215","58"
